1,1,1,0,0,0,0,0,0,0
1,2,15,1,0,0,0,0,0,0
1,3,10,15,1,0,0,0,0,0
1,4,0,10,15,1,0,0,0,0
1,5,18,0,10,15,1,0,0,0
1,6,0,18,0,10,15,1,0,0
1,7,15,0,18,0,10,15,1,0
1,8,13,15,0,18,0,10,15,1
2,1,1,13,15,0,18,0,10,15
2,2,15,1,13,15,0,18,0,10
2,3,10,15,1,13,15,0,18,0
2,4,0,10,15,1,13,15,0,18
2,5,18,0,10,15,1,13,15,0
2,6,0,18,0,10,15,1,13,15
2,7,15,0,18,0,10,15,1,13
2,8,12,15,0,18,0,10,15,1
3,1,0,12,15,0,18,0,10,15
3,2,15,0,12,15,0,18,0,10
3,3,0,15,0,12,15,0,18,0
3,4,12,0,15,0,12,15,0,18
3,5,10,12,0,15,0,12,15,0
3,6,0,10,12,0,15,0,12,15
3,7,6,0,10,12,0,15,0,12
3,8,6,6,0,10,12,0,15,0
4,1,6,6,6,0,10,12,0,15
4,2,5,6,6,6,0,10,12,0
4,3,6,5,6,6,6,0,10,12
4,4,5,6,5,6,6,6,0,10
4,5,3,5,6,5,6,6,6,0
4,6,1,3,5,6,5,6,6,6
4,7,0,1,3,5,6,5,6,6
4,8,0,0,1,3,5,6,5,6
5,1,1,0,0,1,3,5,6,5
5,2,15,1,0,0,1,3,5,6
5,3,10,15,1,0,0,1,3,5
5,4,0,10,15,1,0,0,1,3
5,5,18,0,10,15,1,0,0,1
5,6,0,18,0,10,15,1,0,0
5,7,13,0,18,0,10,15,1,0
5,8,15,13,0,18,0,10,15,1
6,1,1,15,13,0,18,0,10,15
6,2,15,1,15,13,0,18,0,10
6,3,10,15,1,15,13,0,18,0
6,4,0,10,15,1,15,13,0,18
6,5,18,0,10,15,1,15,13,0
6,6,0,18,0,10,15,1,15,13
6,7,15,0,18,0,10,15,1,15
6,8,12,15,0,18,0,10,15,1
7,1,0,12,15,0,18,0,10,15
7,2,15,0,12,15,0,18,0,10
7,3,0,15,0,12,15,0,18,0
7,4,12,0,15,0,12,15,0,18
7,5,10,12,0,15,0,12,15,0
7,6,0,10,12,0,15,0,12,15
7,7,8,0,10,12,0,15,0,12
7,8,8,8,0,10,12,0,15,0
8,1,6,8,8,0,10,12,0,15
8,2,5,6,8,8,0,10,12,0
8,3,6,5,6,8,8,0,10,12
8,4,5,6,5,6,8,8,0,10
8,5,3,5,6,5,6,8,8,0
8,6,1,3,5,6,5,6,8,8
8,7,0
8,8,0
