1,1,20,0,0,0,0,0,0,0
1,2,25,20,0,0,0,0,0,0
1,3,24,25,20,0,0,0,0,0
1,4,25,24,25,20,0,0,0,0
1,5,18,25,24,25,20,0,0,0
1,6,0,18,25,24,25,20,0,0
1,7,25,0,18,25,24,25,20,0
1,8,0,25,0,18,25,24,25,20
2,1,25,0,25,0,18,25,24,25
2,2,20,25,0,25,0,18,25,24
2,3,24,20,25,0,25,0,18,25
2,4,25,24,20,25,0,25,0,18
2,5,17,25,24,20,25,0,25,0
2,6,0,17,25,24,20,25,0,25
2,7,25,0,17,25,24,20,25,0
2,8,0,25,0,17,25,24,20,25
3,1,20,0,25,0,17,25,24,20
3,2,25,20,0,25,0,17,25,24
3,3,24,25,20,0,25,0,17,25
3,4,25,24,25,20,0,25,0,17
3,5,18,25,24,25,20,0,25,0
3,6,0,18,25,24,25,20,0,25
3,7,25,0,18,25,24,25,20,0
3,8,0,25,0,18,25,24,25,20
4,1,24,0,25,0,18,25,24,25
4,2,0,24,0,25,0,18,25,24
4,3,18,0,24,0,25,0,18,25
4,4,0,18,0,24,0,25,0,18
4,5,17,0,18,0,24,0,25,0
4,6,18,17,0,18,0,24,0,25
4,7,12,18,17,0,18,0,24,0
4,8,13,12,18,17,0,18,0,24
5,1,24,13,12,18,17,0,18,0
5,2,20,24,13,12,18,17,0,18
5,3,24,20,24,13,12,18,17,0
5,4,25,24,20,24,13,12,18,17
5,5,17,25,24,20,24,13,12,18
5,6,0,17,25,24,20,24,13,12
5,7,10,0,17,25,24,20,24,13
5,8,0,10,0,17,25,24,20,24
6,1,24,0,10,0,17,25,24,20
6,2,20,24,0,10,0,17,25,24
6,3,24,20,24,0,10,0,17,25
6,4,25,24,20,24,0,10,0,17
6,5,17,25,24,20,24,0,10,0
6,6,0,17,25,24,20,24,0,10
6,7,8,0,17,25,24,20,24,0
6,8,0,8,0,17,25,24,20,24
7,1,20,0,8,0,17,25,24,20
7,2,25,20,0,8,0,17,25,24
7,3,24,25,20,0,8,0,17,25
7,4,25,24,25,20,0,8,0,17
7,5,18,25,24,25,20,0,8,0
7,6,0,18,25,24,25,20,0,8
7,7,25,0,18,25,24,25,20,0
7,8,0,25,0,18,25,24,25,20
8,1,24,0,25,0,18,25,24,25
8,2,25,24,0,25,0,18,25,24
8,3,18,25,24,0,25,0,18,25
8,4,20,18,25,24,0,25,0,18
8,5,17,20,18,25,24,0,25,0
8,6,18,17,20,18,25,24,0,25
8,7,1,18,17,20,18,25,24,0
8,8,13,1,18,17,20,18,25,24
