1,1,1,0,0,0,0,0,0,0
1,2,5,1,0,0,0,0,0,0
1,3,3,5,1,0,0,0,0,0
1,4,3,3,5,1,0,0,0,0
1,5,3,3,3,5,1,0,0,0
1,6,5,3,3,3,5,1,0,0
1,7,5,5,3,3,3,5,1,0
1,8,5,5,5,3,3,3,5,1
2,1,0,5,5,5,3,3,3,5
2,2,0,0,5,5,5,3,3,3
2,3,8,0,0,5,5,5,3,3
2,4,0,8,0,0,5,5,5,3
2,5,6,0,8,0,0,5,5,5
2,6,6,6,0,8,0,0,5,5
2,7,0,6,6,0,8,0,0,5
2,8,0,0,6,6,0,8,0,0
3,1,1,0,0,6,6,0,8,0
3,2,5,1,0,0,6,6,0,8
3,3,3,5,1,0,0,6,6,0
3,4,3,3,5,1,0,0,6,6
3,5,3,3,3,5,1,0,0,6
3,6,5,3,3,3,5,1,0,0
3,7,5,5,3,3,3,5,1,0
3,8,5,5,5,3,3,3,5,1
4,1,0,5,5,5,3,3,3,5
4,2,15,0,5,5,5,3,3,3
4,3,15,15,0,5,5,5,3,3
4,4,0,15,15,0,5,5,5,3
4,5,13,0,15,15,0,5,5,5
4,6,13,13,0,15,15,0,5,5
4,7,0,13,13,0,15,15,0,5
4,8,0,0,13,13,0,15,15,0
5,1,1,0,0,13,13,0,15,15
5,2,3,1,0,0,13,13,0,15
5,3,10,3,1,0,0,13,13,0
5,4,10,10,3,1,0,0,13,13
5,5,10,10,10,3,1,0,0,13
5,6,8,10,10,10,3,1,0,0
5,7,8,8,10,10,10,3,1,0
5,8,8,8,8,10,10,10,3,1
6,1,0,8,8,8,10,10,10,3
6,2,15,0,8,8,8,10,10,10
6,3,15,15,0,8,8,8,10,10
6,4,0,15,15,0,8,8,8,10
6,5,13,0,15,15,0,8,8,8
6,6,13,13,0,15,15,0,8,8
6,7,0,13,13,0,15,15,0,8
6,8,0,0,13,13,0,15,15,0
7,1,0,0,0,13,13,0,15,15
7,2,18,0,0,0,13,13,0,15
7,3,18,18,0,0,0,13,13,0
7,4,20,18,18,0,0,0,13,13
7,5,17,20,18,18,0,0,0,13
7,6,17,17,20,18,18,0,0,0
7,7,0,17,17,20,18,18,0,0
7,8,0,0,17,17,20,18,18,0
8,1,0,0,0,17,17,20,18,18
8,2,20,0,0,0,17,17,20,18
8,3,20,20,0,0,0,17,17,20
8,4,0,20,20,0,0,0,17,17
8,5,18,0,20,20,0,0,0,17
8,6,18,18,0,20,20,0,0,0
8,7,0
8,8,0
