1,1,8,0,0,0,0,0,0,0
1,2,13,8,0,0,0,0,0,0
1,3,15,13,8,0,0,0,0,0
1,4,17,15,13,8,0,0,0,0
1,5,18,17,15,13,8,0,0,0
1,6,22,18,17,15,13,8,0,0
1,7,24,22,18,17,15,13,8,0
1,8,25,24,22,18,17,15,13,8
2,1,18,25,24,22,18,17,15,13
2,2,25,18,25,24,22,18,17,15
2,3,17,25,18,25,24,22,18,17
2,4,24,17,25,18,25,24,22,18
2,5,15,24,17,25,18,25,24,22
2,6,0,15,24,17,25,18,25,24
2,7,13,0,15,24,17,25,18,25
2,8,0,13,0,15,24,17,25,18
3,1,8,0,13,0,15,24,17,25
3,2,13,8,0,13,0,15,24,17
3,3,15,13,8,0,13,0,15,24
3,4,17,15,13,8,0,13,0,15
3,5,18,17,15,13,8,0,13,0
3,6,22,18,17,15,13,8,0,13
3,7,24,22,18,17,15,13,8,0
3,8,25,24,22,18,17,15,13,8
4,1,18,25,24,22,18,17,15,13
4,2,25,18,25,24,22,18,17,15
4,3,17,25,18,25,24,22,18,17
4,4,24,17,25,18,25,24,22,18
4,5,15,24,17,25,18,25,24,22
4,6,0,15,24,17,25,18,25,24
4,7,1,0,15,24,17,25,18,25
4,8,0,1,0,15,24,17,25,18
5,1,8,0,1,0,15,24,17,25
5,2,13,8,0,1,0,15,24,17
5,3,15,13,8,0,1,0,15,24
5,4,17,15,13,8,0,1,0,15
5,5,18,17,15,13,8,0,1,0
5,6,22,18,17,15,13,8,0,1
5,7,24,22,18,17,15,13,8,0
5,8,25,24,22,18,17,15,13,8
6,1,18,25,24,22,18,17,15,13
6,2,25,18,25,24,22,18,17,15
6,3,17,25,18,25,24,22,18,17
6,4,24,17,25,18,25,24,22,18
6,5,15,24,17,25,18,25,24,22
6,6,0,15,24,17,25,18,25,24
6,7,13,0,15,24,17,25,18,25
6,8,0,13,0,15,24,17,25,18
7,1,8,0,13,0,15,24,17,25
7,2,13,8,0,13,0,15,24,17
7,3,15,13,8,0,13,0,15,24
7,4,17,15,13,8,0,13,0,15
7,5,18,17,15,13,8,0,13,0
7,6,22,18,17,15,13,8,0,13
7,7,24,22,18,17,15,13,8,0
7,8,25,24,22,18,17,15,13,8
8,1,18,25,24,22,18,17,15,13
8,2,25,18,25,24,22,18,17,15
8,3,17,25,18,25,24,22,18,17
8,4,24,17,25,18,25,24,22,18
8,5,15,24,17,25,18,25,24,22
8,6,0,15,24,17,25,18,25,24
8,7,1,0,15,24,17,25,18,25
8,8,0
