1,1,25,0,0,0,0,0,0,0
1,2,20,25,0,0,0,0,0,0
1,3,24,20,25,0,0,0,0,0
1,4,25,24,20,25,0,0,0,0
1,5,18,25,24,20,25,0,0,0
1,6,0,18,25,24,20,25,0,0
1,7,17,0,18,25,24,20,25,0
1,8,0,17,0,18,25,24,20,25
2,1,25,0,17,0,18,25,24,20
2,2,20,25,0,17,0,18,25,24
2,3,24,20,25,0,17,0,18,25
2,4,25,24,20,25,0,17,0,18
2,5,17,25,24,20,25,0,17,0
2,6,0,17,25,24,20,25,0,17
2,7,18,0,17,25,24,20,25,0
2,8,0,18,0,17,25,24,20,25
3,1,25,0,18,0,17,25,24,20
3,2,20,25,0,18,0,17,25,24
3,3,24,20,25,0,18,0,17,25
3,4,25,24,20,25,0,18,0,17
3,5,25,25,24,20,25,0,18,0
3,6,20,25,25,24,20,25,0,18
3,7,24,20,25,25,24,20,25,0
3,8,25,24,20,25,25,24,20,25
4,1,24,25,24,20,25,25,24,20
4,2,25,24,25,24,20,25,25,24
4,3,18,25,24,25,24,20,25,25
4,4,20,18,25,24,25,24,20,25
4,5,17,20,18,25,24,25,24,20
4,6,18,17,20,18,25,24,25,24
4,7,12,18,17,20,18,25,24,25
4,8,13,12,18,17,20,18,25,24
5,1,24,13,12,18,17,20,18,25
5,2,20,24,13,12,18,17,20,18
5,3,24,20,24,13,12,18,17,20
5,4,25,24,20,24,13,12,18,17
5,5,17,25,24,20,24,13,12,18
5,6,0,17,25,24,20,24,13,12
5,7,15,0,17,25,24,20,24,13
5,8,0,15,0,17,25,24,20,24
6,1,24,0,15,0,17,25,24,20
6,2,20,24,0,15,0,17,25,24
6,3,24,20,24,0,15,0,17,25
6,4,25,24,20,24,0,15,0,17
6,5,17,25,24,20,24,0,15,0
6,6,0,17,25,24,20,24,0,15
6,7,15,0,17,25,24,20,24,0
6,8,0,15,0,17,25,24,20,24
7,1,25,0,15,0,17,25,24,20
7,2,20,25,0,15,0,17,25,24
7,3,24,20,25,0,15,0,17,25
7,4,25,24,20,25,0,15,0,17
7,5,25,25,24,20,25,0,15,0
7,6,20,25,25,24,20,25,0,15
7,7,24,20,25,25,24,20,25,0
7,8,25,24,20,25,25,24,20,25
8,1,24,25,24,20,25,25,24,20
8,2,25,24,25,24,20,25,25,24
8,3,18,25,24,25,24,20,25,25
8,4,20,18,25,24,25,24,20,25
8,5,17,20,18,25,24,25,24,20
8,6,18,17,20,18,25,24,25,24
8,7,12,18,17,20,18,25,24,25
8,8,13,12,18,17,20,18,25,24
