1,1,25,0,0,0,0,0,0,0
1,2,24,25,0,0,0,0,0,0
1,3,22,24,25,0,0,0,0,0
1,4,17,22,24,25,0,0,0,0
1,5,18,17,22,24,25,0,0,0
1,6,22,18,17,22,24,25,0,0
1,7,24,22,18,17,22,24,25,0
1,8,25,24,22,18,17,22,24,25
2,1,25,25,24,22,18,17,22,24
2,2,18,25,25,24,22,18,17,22
2,3,24,18,25,25,24,22,18,17
2,4,17,24,18,25,25,24,22,18
2,5,13,17,24,18,25,25,24,22
2,6,0,13,17,24,18,25,25,24
2,7,15,0,13,17,24,18,25,25
2,8,0,15,0,13,17,24,18,25
3,1,25,0,15,0,13,17,24,18
3,2,24,25,0,15,0,13,17,24
3,3,22,24,25,0,15,0,13,17
3,4,17,22,24,25,0,15,0,13
3,5,18,17,22,24,25,0,15,0
3,6,22,18,17,22,24,25,0,15
3,7,24,22,18,17,22,24,25,0
3,8,25,24,22,18,17,22,24,25
4,1,25,25,24,22,18,17,22,24
4,2,18,25,25,24,22,18,17,22
4,3,24,18,25,25,24,22,18,17
4,4,17,24,18,25,25,24,22,18
4,5,13,17,24,18,25,25,24,22
4,6,0,13,17,24,18,25,25,24
4,7,15,0,13,17,24,18,25,25
4,8,0,15,0,13,17,24,18,25
5,1,25,0,15,0,13,17,24,18
5,2,24,25,0,15,0,13,17,24
5,3,22,24,25,0,15,0,13,17
5,4,17,22,24,25,0,15,0,13
5,5,18,17,22,24,25,0,15,0
5,6,22,18,17,22,24,25,0,15
5,7,24,22,18,17,22,24,25,0
5,8,25,24,22,18,17,22,24,25
6,1,25,25,24,22,18,17,22,24
6,2,18,25,25,24,22,18,17,22
6,3,24,18,25,25,24,22,18,17
6,4,17,24,18,25,25,24,22,18
6,5,13,17,24,18,25,25,24,22
6,6,0,13,17,24,18,25,25,24
6,7,15,0,13,17,24,18,25,25
6,8,0,15,0,13,17,24,18,25
7,1,25,0,15,0,13,17,24,18
7,2,24,25,0,15,0,13,17,24
7,3,22,24,25,0,15,0,13,17
7,4,17,22,24,25,0,15,0,13
7,5,18,17,22,24,25,0,15,0
7,6,22,18,17,22,24,25,0,15
7,7,24,22,18,17,22,24,25,0
7,8,25,24,22,18,17,22,24,25
8,1,20,25,24,22,18,17,22,24
8,2,23,20,25,24,22,18,17,22
8,3,17,23,20,25,24,22,18,17
8,4,24,17,23,20,25,24,22,18
8,5,15,24,17,23,20,25,24,22
8,6,0,15,24,17,23,20,25,24
8,7,1,0,15,24,17,23,20,25
8,8,0
