1,1,1,0,0,0,0,0,0,0
1,2,3,1,0,0,0,0,0,0
1,3,5,3,1,0,0,0,0,0
1,4,3,5,3,1,0,0,0,0
1,5,1,3,5,3,1,0,0,0
1,6,3,1,3,5,3,1,0,0
1,7,5,3,1,3,5,3,1,0
1,8,0,5,3,1,3,5,3,1
2,1,10,0,5,3,1,3,5,3
2,2,6,10,0,5,3,1,3,5
2,3,8,6,10,0,5,3,1,3
2,4,6,8,6,10,0,5,3,1
2,5,6,6,8,6,10,0,5,3
2,6,5,6,6,8,6,10,0,5
2,7,3,5,6,6,8,6,10,0
2,8,1,3,5,6,6,8,6,10
3,1,1,1,3,5,6,6,8,6
3,2,3,1,1,3,5,6,6,8
3,3,5,3,1,1,3,5,6,6
3,4,3,5,3,1,1,3,5,6
3,5,1,3,5,3,1,1,3,5
3,6,3,1,3,5,3,1,1,3
3,7,10,3,1,3,5,3,1,1
3,8,3,10,3,1,3,5,3,1
4,1,10,3,10,3,1,3,5,3
4,2,18,10,3,10,3,1,3,5
4,3,8,18,10,3,10,3,1,3
4,4,25,8,18,10,3,10,3,1
4,5,6,25,8,18,10,3,10,3
4,6,5,6,25,8,18,10,3,10
4,7,3,5,6,25,8,18,10,3
4,8,13,3,5,6,25,8,18,10
5,1,1,13,3,5,6,25,8,18
5,2,18,1,13,3,5,6,25,8
5,3,5,18,1,13,3,5,6,25
5,4,25,5,18,1,13,3,5,6
5,5,1,25,5,18,1,13,3,5
5,6,3,1,25,5,18,1,13,3
5,7,5,3,1,25,5,18,1,13
5,8,0,5,3,1,25,5,18,1
6,1,10,0,5,3,1,25,5,18
6,2,25,10,0,5,3,1,25,5
6,3,8,25,10,0,5,3,1,25
6,4,18,8,25,10,0,5,3,1
6,5,6,18,8,25,10,0,5,3
6,6,5,6,18,8,25,10,0,5
6,7,3,5,6,18,8,25,10,0
6,8,1,3,5,6,18,8,25,10
7,1,1,1,3,5,6,18,8,25
7,2,18,1,1,3,5,6,18,8
7,3,5,18,1,1,3,5,6,18
7,4,25,5,18,1,1,3,5,6
7,5,1,25,5,18,1,1,3,5
7,6,3,1,25,5,18,1,1,3
7,7,10,3,1,25,5,18,1,1
7,8,3,10,3,1,25,5,18,1
8,1,10,3,10,3,1,25,5,18
8,2,1,10,3,10,3,1,25,5
8,3,8,1,10,3,10,3,1,25
8,4,1,8,1,10,3,10,3,1
8,5,6,1,8,1,10,3,10,3
8,6,5,6,1,8,1,10,3,10
8,7,3,5,6,1,8,1,10,3
8,8,13,3,5,6,1,8,1,10
