1,1,1,0,0,0,0,0,0,0
1,2,13,1,0,0,0,0,0,0
1,3,8,13,1,0,0,0,0,0
1,4,10,8,13,1,0,0,0,0
1,5,12,10,8,13,1,0,0,0
1,6,13,12,10,8,13,1,0,0
1,7,12,13,12,10,8,13,1,0
1,8,5,12,13,12,10,8,13,1
2,1,1,5,12,13,12,10,8,13
2,2,13,1,5,12,13,12,10,8
2,3,8,13,1,5,12,13,12,10
2,4,10,8,13,1,5,12,13,12
2,5,12,10,8,13,1,5,12,13
2,6,13,12,10,8,13,1,5,12
2,7,12,13,12,10,8,13,1,5
2,8,3,12,13,12,10,8,13,1
3,1,1,3,12,13,12,10,8,13
3,2,13,1,3,12,13,12,10,8
3,3,8,13,1,3,12,13,12,10
3,4,10,8,13,1,3,12,13,12
3,5,12,10,8,13,1,3,12,13
3,6,13,12,10,8,13,1,3,12
3,7,12,13,12,10,8,13,1,3
3,8,15,12,13,12,10,8,13,1
4,1,15,15,12,13,12,10,8,13
4,2,13,15,15,12,13,12,10,8
4,3,12,13,15,15,12,13,12,10
4,4,10,12,13,15,15,12,13,12
4,5,13,10,12,13,15,15,12,13
4,6,12,13,10,12,13,15,15,12
4,7,10,12,13,10,12,13,15,15
4,8,8,10,12,13,10,12,13,15
5,1,1,8,10,12,13,10,12,13
5,2,13,1,8,10,12,13,10,12
5,3,8,13,1,8,10,12,13,10
5,4,10,8,13,1,8,10,12,13
5,5,12,10,8,13,1,8,10,12
5,6,13,12,10,8,13,1,8,10
5,7,12,13,12,10,8,13,1,8
5,8,5,12,13,12,10,8,13,1
6,1,1,5,12,13,12,10,8,13
6,2,13,1,5,12,13,12,10,8
6,3,8,13,1,5,12,13,12,10
6,4,10,8,13,1,5,12,13,12
6,5,12,10,8,13,1,5,12,13
6,6,13,12,10,8,13,1,5,12
6,7,12,13,12,10,8,13,1,5
6,8,3,12,13,12,10,8,13,1
7,1,1,3,12,13,12,10,8,13
7,2,13,1,3,12,13,12,10,8
7,3,8,13,1,3,12,13,12,10
7,4,10,8,13,1,3,12,13,12
7,5,12,10,8,13,1,3,12,13
7,6,13,12,10,8,13,1,3,12
7,7,12,13,12,10,8,13,1,3
7,8,15,12,13,12,10,8,13,1
8,1,15,15,12,13,12,10,8,13
8,2,13,15,15,12,13,12,10,8
8,3,12,13,15,15,12,13,12,10
8,4,10,12,13,15,15,12,13,12
8,5,13,10,12,13,15,15,12,13
8,6,12,13,10,12,13,15,15,12
8,7,10,12,13,10,12,13,15,15
8,8,8,10,12,13,10,12,13,15
