1,1,1,0,0,0,0,0,0,0
1,2,13,1,0,0,0,0,0,0
1,3,8,13,1,0,0,0,0,0
1,4,17,8,13,1,0,0,0,0
1,5,18,17,8,13,1,0,0,0
1,6,17,18,17,8,13,1,0,0
1,7,15,17,18,17,8,13,1,0
1,8,13,15,17,18,17,8,13,1
2,1,1,13,15,17,18,17,8,13
2,2,13,1,13,15,17,18,17,8
2,3,8,13,1,13,15,17,18,17
2,4,17,8,13,1,13,15,17,18
2,5,18,17,8,13,1,13,15,17
2,6,17,18,17,8,13,1,13,15
2,7,15,17,18,17,8,13,1,13
2,8,12,15,17,18,17,8,13,1
3,1,13,12,15,17,18,17,8,13
3,2,15,13,12,15,17,18,17,8
3,3,13,15,13,12,15,17,18,17
3,4,12,13,15,13,12,15,17,18
3,5,10,12,13,15,13,12,15,17
3,6,8,10,12,13,15,13,12,15
3,7,6,8,10,12,13,15,13,12
3,8,8,6,8,10,12,13,15,13
4,1,6,8,6,8,10,12,13,15
4,2,5,6,8,6,8,10,12,13
4,3,6,5,6,8,6,8,10,12
4,4,5,6,5,6,8,6,8,10
4,5,3,5,6,5,6,8,6,8
4,6,1,3,5,6,5,6,8,6
4,7,0,1,3,5,6,5,6,8
4,8,0,0,1,3,5,6,5,6
5,1,1,0,0,1,3,5,6,5
5,2,13,1,0,0,1,3,5,6
5,3,8,13,1,0,0,1,3,5
5,4,17,8,13,1,0,0,1,3
5,5,18,17,8,13,1,0,0,1
5,6,17,18,17,8,13,1,0,0
5,7,15,17,18,17,8,13,1,0
5,8,13,15,17,18,17,8,13,1
6,1,1,13,15,17,18,17,8,13
6,2,13,1,13,15,17,18,17,8
6,3,8,13,1,13,15,17,18,17
6,4,17,8,13,1,13,15,17,18
6,5,18,17,8,13,1,13,15,17
6,6,17,18,17,8,13,1,13,15
6,7,15,17,18,17,8,13,1,13
6,8,12,15,17,18,17,8,13,1
7,1,13,12,15,17,18,17,8,13
7,2,15,13,12,15,17,18,17,8
7,3,13,15,13,12,15,17,18,17
7,4,12,13,15,13,12,15,17,18
7,5,10,12,13,15,13,12,15,17
7,6,8,10,12,13,15,13,12,15
7,7,6,8,10,12,13,15,13,12
7,8,8,6,8,10,12,13,15,13
8,1,6,8,6,8,10,12,13,15
8,2,5,6,8,6,8,10,12,13
8,3,6,5,6,8,6,8,10,12
8,4,5,6,5,6,8,6,8,10
8,5,3,5,6,5,6,8,6,8
8,6,1,3,5,6,5,6,8,6
8,7,0
8,8,0
